,item_id,item_name,developer,user_id,playtime_forever,recommend,sentiment_score,posted_year,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting
1162765,225280,Full Mojo Rampage,Over the Top Games,HyperionDooM93,53,True,2,2014,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084754,209870,Blacklight: Retribution,Hardsuit Labs,76561198155221846,52,True,2,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666607,207250,Cubemen,3 Sprockets,76561197993725260,72,False,0,2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521895,302380,Floating Point,Suspicious Developments,Sacobite,12,True,2,2015,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239753,335830,Distant Star: Revenant Fleet,Blazing Griffin Ltd.,76561197971851704,36,True,0,2014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466622,63710,BIT.TRIP RUNNER,Gaijin Games,epic_taco,1,True,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371272,274310,Always Sometimes Monsters,Vagabond Dog,SFort,10,True,2,2014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947164,248570,Toribash,Nabi Studios,99089908,8,True,2,2015,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145330,243360,TrackMania² Valley,Nadeo,icantwait,21,True,2,2014,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1069623,239070,Hammerwatch,Crackshell,76561197970972400,83,True,2,2015,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295999,299260,Commando Jack,Colossal Games,Scorpion1903,92,True,2,2015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650397,265630,Fistful of Frags,Fistful of Frags Team,76561198058135038,96,True,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638556,310370,The Way of Life Free Edition,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",buzdbumblebee,10,True,2,2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465833,241540,State of Decay,Undead Labs,raceking23,75,True,2,2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311918,427270,Orcs Must Die! Unchained,Robot Entertainment,76561198083375450,13,True,2,2014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849724,307290,Velvet Sundown,Tribe Studios,76561198091908773,7,True,2,2014,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
692391,272060,Serena,Senscape,lyskal,54,True,2,2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1221050,255710,Cities: Skylines,Colossal Order Ltd.,IcedRaven,49,False,2,2014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466038,107200,Space Pirates and Zombies,MinMax Games Ltd.,76561198057178277,9,False,2,2014,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368794,33910,Arma 2,Bohemia Interactive,527788235,46,True,2,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62284,263620,Mitsurugi Kamui Hikae,Zenith Blue,Nipsey,75,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854361,248650,Draw a Stickman: EPIC,Hitcents,Namboku,21,True,0,2014,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1216972,301520,Robocraft,Freejam,Durbles,64,False,2,2015,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2369,252110,Lovers in a Dangerous Spacetime,Asteroid Base,tzarius,78,True,2,2015,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133883,300,Day of Defeat: Source,Valve,76561198071755562,51,False,0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206790,214420,Gear Up,Doctor Entertainment AB,nelllllly,34,True,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362858,63940,Men of War: Vietnam,1C Company,SuperSneakyCreamPuff,16,True,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777910,42910,Magicka,Arrowhead Game Studios,paulspeltwithap,52,True,2,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275973,223510,Miasmata,IonFx,leighjam,5,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520657,233450,Prison Architect,Introversion Software,76561198049937609,81,True,2,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350027,113400,APB Reloaded,Reloaded Productions,matteth7,33,True,2,2011,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
754650,113400,APB Reloaded,Reloaded Productions,tosholotomotoho,74,True,2,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1140855,291480,Warface,Crytek,AznNghi,49,True,0,2014,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304182,335320,Bet On Soldier,Kylotonn,maddoxx789,70,True,2,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209411,301520,Robocraft,Freejam,76561198060418890,20,True,2,2014,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108978,32380,STAR WARS™ Jedi Knight: Dark Forces II,LucasArts,Failkills007,2,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974349,393530,Insanity Clicker,PlayFlock,Orifromtheforest,64,True,2,2015,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1019842,30,Day of Defeat,Valve,Jantoz,8,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508493,212700,Party of Sin,Crankshaft Games,76561198083711394,85,True,0,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271357,396890,Gridworld,DopplerFrog,76561198087000746,13,True,2,2014,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458243,8190,Just Cause 2,Avalanche Studios,poobaman,75,True,2,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475294,304930,Unturned,Smartly Dressed Games,tadlicated,43,True,2,2015,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792244,239030,"Papers, Please",3909,M_D_,39,False,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072787,346110,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",76561198063620984,19,True,0,2014,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
393285,208090,Loadout,Edge of Reality,76561198008302763,34,True,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495109,200510,XCOM: Enemy Unknown,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",76561198062039159,48,True,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181253,248570,Toribash,Nabi Studios,76561198066448654,1,False,2,2014,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165663,237310,Elsword,KOG,utychfcjhgcv,1,True,2,2015,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
382021,239030,"Papers, Please",3909,potternerd,96,True,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478417,346010,Besiege,Spiderling Studios,lolatyourfail,84,True,2,2015,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
925964,335330,Brick-Force,Exe Games Inc.,76561198092998604,8,True,0,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790469,239350,Spelunky,,insertnameherere,10,True,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852331,300,Day of Defeat: Source,Valve,76561198016564178,20,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668223,3483,Peggle Extreme,"PopCap Games, Inc.",76561198044060397,14,True,2,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164419,405640,Pony Island,Daniel Mullins Games,mgmt40,89,True,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331971,18400,Crazy Machines 2,Fakt Software,76561197970600478,4,False,0,2014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385930,22300,Fallout 3,Bethesda Game Studios,booveniscool,1,True,2,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060352,236370,Interstellar Marines,Zero Point Software,gabennnnnnnnnn,17,True,2,2014,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313298,300,Day of Defeat: Source,Valve,Tazcam,22,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405199,44340,Operation Flashpoint: Red River,Codemasters Action Studio,dzakuan,37,True,0,2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081156,277850,Sportsfriends,Die Gute Fabrik,blindfrog42,26,True,2,2014,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174244,262410,World of Guns: Gun Disassembly,Noble Empire Corp.,FeelingsofKnight,64,True,2,2014,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432645,33930,Arma 2: Operation Arrowhead,Bohemia Interactive,76561198080399577,12,False,0,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647273,224500,Gnomoria,Robotronic Games,Zacmanmerl,4,True,2,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56516,418340,RWBY: Grimm Eclipse,Rooster Teeth Games,76561197989723505,14,False,0,2015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134039,316390,sZone-Online,Cybertime System,caino2246,24,True,2,2013,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
981315,273110,Counter-Strike Nexon: Zombies,Nexon,caseyshi247,17,True,2,2015,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251828,223470,POSTAL 2,Running With Scissors,76561198036070181,87,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
943700,303210,The Beginner's Guide,Everything Unlimited Ltd.,sicklygamer,86,True,2,2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331397,399660,Battle Battalions,Petroglyph,76561198049650989,11,True,0,2014,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1031746,298260,Only If,Creability,76561198138994931,7,True,2,2014,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082814,336670,HIT,Shifty Chair Games,76561198077246154,21,True,2,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663664,253980,Enclave,Starbreeze,MIMMATA,64,True,2,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307733,7760,X-COM: UFO Defense,"MicroProse Software, Inc",76561198035313379,33,True,2,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524085,370070,Wyrmsun,Andrettin,Porjate,44,True,2,2013,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
765569,298630,The Escapists,Mouldy Toof Studios,76561198037086921,19,True,2,2014,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164833,234650,Shadowrun Returns,Harebrained Schemes,76561198056392712,58,True,0,2014,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956287,91600,Sanctum,Coffee Stain Studios,KrimzonTA,32,True,2,2015,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503520,346110,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",76561198023478539,19,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1156600,248820,Risk of Rain,"Hopoo Games, LLC",twan-newn,58,True,2,2014,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103314,218130,Dungeonland,Critical Studio,Tobuscus5001,23,True,2,2013,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691824,265630,Fistful of Frags,Fistful of Frags Team,busternut,11,True,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199819,316390,sZone-Online,Cybertime System,Mordek4i,3,False,2,2015,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44523,33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Dplayedition,3,True,2,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510234,108500,Vessel,Strange Loop Games,mikeytyson,15,True,2,2015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497968,365720,Skyrim Script Extender (SKSE),The SKSE Team,76561198042163355,1,True,2,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463579,13240,Unreal Tournament: Game of the Year Edition,"Epic Games, Inc.",bhim_a_saurus,4,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38000,1600,Dangerous Waters,Sonalysts,mayshowganmore,22,False,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505947,206420,Saints Row IV,Deep Silver Volition,LordOat,53,True,2,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602904,9420,Supreme Commander: Forged Alliance,Gas Powered Games,blue76gaming,13,True,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980140,310370,The Way of Life Free Edition,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",BENEMT,2,True,2,2015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052069,388490,One Way To Die: Steam Edition,CoaguCo Industries,76561198067243010,11,False,0,2015,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411223,211260,They Bleed Pixels,Spooky Squid Games Inc.,anonymoosebrony,5,True,2,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275582,4000,Garry's Mod,Facepunch Studios,zachwgtv,50,True,2,2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031234,341190,Hotline Miami 2: Wrong Number Digital Comic,"Dennaton Games,Dayjob Studio",23Batman05,1,True,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308050,11240,Space Trader: Merchant Marine,Meridian4,Meph--,1,True,2,2014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347456,223430,Miner Wars 2081,Keen Software House,marhan,30,True,0,2015,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1100480,405640,Pony Island,Daniel Mullins Games,ThereSheBlows,93,True,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488212,233130,Shadow Warrior,Flying Wild Hog,SSAANNEESS,88,False,2,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
837499,42140,Hamilton's Great Adventure,Fatshark,CockInCider,41,True,2,2013,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
698405,248310,Freedom Planet,GalaxyTrail,76561198070585472,96,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314698,204340,Serious Sam 2,Croteam,revickz,38,True,2,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594771,72200,Universe Sandbox,Giant Army,azza53,5,True,2,2015,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961913,334230,Town of Salem,BlankMediaGames,Zeboz,4,False,0,2014,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195424,304050,Trove,Trion Worlds,noahdj6,8,True,2,2014,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
895891,215470,Primal Carnage,Lukewarm Media,76561198043096353,30,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991473,340960,Pulsen,4-Panel Footprint,76561198056568461,19,True,2,2013,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585717,296470,Mount Your Friends,Stegersaurus Software Inc.,supersecreturlissupersecret,6,True,0,2014,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082772,413850,CS:GO Player Profiles,,76561198156664158,3,True,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35113,12830,Operation Flashpoint: Dragon Rising,Codemasters Studios,ED13,25,False,0,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768779,214770,Guacamelee! Gold Edition,DrinkBox Studios,Cybs,71,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1155275,80,Counter-Strike: Condition Zero,Valve,Fried_Bacon,12,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120980,328940,The Deer God,"Crescent Moon Games,Cinopt Studios",creamlc,63,True,2,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098281,322330,Don't Starve Together,Klei Entertainment,hubzee,14,True,2,2014,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337180,206440,To the Moon,Freebird Games,pavelkadots,8,True,2,2015,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399649,404180,Club Life,Dharker Studio,phrostb,12,False,0,2014,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
869050,248570,Toribash,Nabi Studios,76561198051887472,9,True,2,2015,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817794,304930,Unturned,Smartly Dressed Games,Hugenanagugu2,77,True,2,2014,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
965506,405980,Legend of Dungeon: Masters,Robot Loves Kitty,76561198081460850,3,True,2,2013,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
825829,239030,"Papers, Please",3909,Greendove,29,True,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310670,92100,DETOUR,Sandswept Studios,SkyFlashBR,49,False,2,2013,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052002,274900,Murder Miners,JForce Games,wbauern68,49,True,2,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966775,99900,Spiral Knights,Grey Havens,76561198056960847,11,True,2,2014,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1135477,243780,PixelJunk™ Monsters Ultimate,"Double Eleven,Q-Games Ltd.",Wolffeeder,8,True,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137799,404410,Endless Sky,Michael Zahniser,434238948,8,True,2,2015,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14132,279720,The I of the Dragon,Primal,chidvd,56,True,2,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50291,12120,Grand Theft Auto: San Andreas,Rockstar Games,HubDubs,3,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464452,224760,FEZ,Polytron Corporation,Mofflang,13,True,2,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382999,346110,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",DoctorZues,64,True,2,2013,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
629074,212200,Mabinogi,NEXON Korea Corp.,76561198085601351,26,True,2,2014,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
161107,22610,Alien Breed: Impact,Team17 Software Ltd.,IceCreamMan2169,8,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738535,20540,Company of Heroes: Tales of Valor,Relic Entertainment,76561198104387311,4,True,0,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895026,351800,Dev Guy,Daniel Jonathan Bourke,76561198076703856,4,True,2,2015,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
660599,248490,1953 - KGB Unleashed,,ABuErQi,10,True,2,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460624,63380,Sniper Elite V2,Rebellion,Hatixon,22,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311504,212160,Vindictus,Nexon,Archanoid,22,True,0,2014,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
384642,12170,Grand Theft Auto,Rockstar North,pootispentry,5,False,0,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416292,26000,The Maw,Twisted Pixel Games,djnemonic,26,True,2,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415103,200210,Realm of the Mad God,Wild Shadow Studios,NaruseAiria,85,True,2,2014,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
779548,235800,Audiosurf 2,Dylan Fitterer,skyheat,25,True,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385588,371180,Super 3-D Noah's Ark,"Wisdom Tree, Inc.",76561198018589800,21,True,2,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81185,267980,Hostile Waters: Antaeus Rising,Rage Software,shinomegami,2,True,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503754,222730,Reus,Abbey Games,richbags12,28,True,2,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162392,355180,Codename CURE,Hoobalugalar_X,76561198069139035,91,True,2,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145606,331470,Everlasting Summer,Soviet Games,76561198015620710,39,True,2,2013,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
621970,400,Portal,Valve,L0RDVAD3R,29,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922023,302380,Floating Point,Suspicious Developments,76561198101401653,1,True,2,2014,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31203,312990,The Expendabros,Free Lives,76561198097591088,45,True,0,2015,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
538289,335240,Transformice,Atelier 801,bigprenis,1,True,0,2015,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151364,20,Team Fortress Classic,Valve,Navardi,29,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157783,218230,PlanetSide 2,Daybreak Game Company,420fedora,31,True,2,2014,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414749,70640,Worms,Team17 Digital Ltd,jdeb9,3,True,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908276,337950,The SKIES,Eforb,76561198084382139,28,True,2,2014,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
435403,236110,Dungeon Defenders II,Trendy Entertainment,76561197994640892,32,True,2,2013,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474471,275490,Canyon Capers,Crazy Moo Games,76561198028115830,37,True,0,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081278,99700,NightSky,"Nicalis, Inc.",blindfrog42,18,True,2,2014,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642248,207690,Botanicula,Amanita Design,reallifecheater,6,True,2,2013,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86709,332500,GRAV,"BitMonster, Inc.",76561198045884541,35,False,0,2014,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
389185,2270,Wolfenstein 3D,id Software,76561198040278439,8,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084721,386880,Rake,Konsordo,76561198155221846,21,True,2,2015,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1078966,361630,404Sight,Retro Yeti Games,76561198081717091,9,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365966,436110,Medusa's Labyrinth,Guru Games,SmokaBluntos,42,True,2,2015,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
